Regulator,Target,Sign in BBM,Model,Sign,Classification,Confidence rank,Constraint,Notes
IRS1,PI3K,ambiguous,T47D,positive,direct,1,regulates,protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K.
JAK2,MYC,ambiguous,T47D,,,,,
JAK2,STAT1,ambiguous,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT1,ambiguous,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT1,ambiguous,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT1, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT3,ambiguous,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT1 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT3,ambiguous,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT3,ambiguous,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT3, which promotes STAT3 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT5,ambiguous,TGEN,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT5,ambiguous,MCF7,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JAK2,STAT5,ambiguous,T47D,positive,direct,1,regulates,"Activated JAK2 directly phosphorylates STAT5, which promotes STAT5 dimerization, nuclear translocation, DNA binding, and transcriptional activity."
JUN,CyclinD,positive,HL,,,,,
JUN,CyclinD,positive,SL,,,,,
JUN,EGFR,positive,HL,,,,,
JUN,JUN,positive,BL,,,,,
JUN,JUN,positive,HL,,,,,
JUN,JUN,positive,SL,,,,,
JUN,PRAS40,positive,HL,,,,,
JUN,TCF7L2,ambiguous,TGEN,positive,,,,
JUN,TCF7L2,ambiguous,MCF7,,,,,
JUN,TCF7L2,ambiguous,T47D,,,,,
KMT2D,CYCLINDc,ambiguous,MCF7,positive,assumption,4,,"This assumption is consistent with the fact that KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. "
KMT2D,CYCLINDc,ambiguous,T47D,positive,assumption,4,,"This assumption is consistent with the fact that KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. "
KMT2D,ER_transcription_2,ambiguous,Z17,,,,,
KMT2D,ER_transcription_2,positive,Z21,,,,,
KMT2D,ESR1,ambiguous,TGEN,positive,,,,
KMT2D,ESR1,ambiguous,MCF7,,,,,
KMT2D,ESR1,ambiguous,T47D,,,,,
KMT2D,MYC,ambiguous,MCF7,,,,,
KMT2D,MYC,ambiguous,T47D,,,,,
KRT14,TRADD,ambiguous,TGEN,negative,,,,
KRT14,TRADD,ambiguous,MCF7,,,,,
KRT14,TRADD,ambiguous,T47D,,,,,
LATS1,GRB2,ambiguous,TGEN,positive,,,,
LATS1,GRB2,ambiguous,MCF7,,,,,
LATS1,YAP1,ambiguous,TGEN,negative,,,,
LATS1,YAP1,ambiguous,MCF7,,,,,
LATS1,YAP1,ambiguous,T47D,,,,,
LCK,LATS1,ambiguous,TGEN,positive,,,,
LCK,LATS1,ambiguous,MCF7,,,,,
LCK,LATS1,ambiguous,T47D,,,,,
LCK,NOTCH1,ambiguous,TGEN,positive,,,,
LCK,NOTCH1,ambiguous,MCF7,,,,,
LCK,NOTCH1,ambiguous,T47D,,,,,
MAPK,BAD,ambiguous,Z17,,,,,
MAPK,MAPK_2,ambiguous,Z17,,,,,
MAPK,MAPK_2,positive,Z21,,,,,
MAPK_2,BAD,ambiguous,Z17,,,,,
MAPK_2,BAD,negative,Z21,,,,,
MAPK_2,BIM,ambiguous,Z17,,,,,
MAPK_2,BIM,negative,Z21,,,,,
MAPK_2,FOXO3_Ub,ambiguous,Z17,,,,,
MAPK_2,FOXO3_Ub,positive,Z21,,,,,
MAPK_2,HER2HER3c_2,ambiguous,Z17,,,,,
MAPK_2,HER2HER3c_2,negative,Z21,,,,,
MAPK_2,MAPK,ambiguous,Z17,,,,,
MAPK_2,MAPK,positive,Z21,,,,,
MAPK_2,TSC2,ambiguous,Z17,,,,,
MAPK_2,TSC2,negative,Z21,,,,,
MAPK8,JUN,ambiguous,TGEN,positive,,,,
MAPK8,JUN,ambiguous,MCF7,,,,,
MAPK8,JUN,ambiguous,T47D,,,,,
MAPK8,STAT3,ambiguous,TGEN,positive,,,,
MAPK8,STAT3,ambiguous,MCF7,,,,,
MAPK8,STAT3,ambiguous,T47D,,,,,
MAPK8,TWIST1,ambiguous,TGEN,positive,,,,
MAPK8,TWIST1,ambiguous,MCF7,,,,,
MCL1,Apoptosis,ambiguous,Z17,negative ,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3"
MCL1,Apoptosis_2,ambiguous,Z17,negative,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
MCL1,Apoptosis_2,negative,Z21,negative ,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
MCL1,Apoptosis_3,ambiguous,Z17,negative ,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
MCL1,Apoptosis_3,negative,Z21,negative ,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
MCL1,BAK1,ambiguous,TGEN,negative,direct,1,regulates,"MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1,BAK1,ambiguous,MCF7,negative,direct,1,regulates,"MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1,BAK1,ambiguous,T47D,negative,direct,1,regulates,"MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1,BAX,ambiguous,TGEN,negative,direct,1,regulates,"MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1,BAX,ambiguous,MCF7,negative,direct,1,regulates,"MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1,BAX,ambiguous,T47D,negative,direct,1,regulates,"MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
MCL1_T,MCL1,positive,Z21,positive ,direct,1,regulates,protein translation
MDM2,NOTCH1,ambiguous,TGEN,positive,,,,
MDM2,NOTCH1,ambiguous,MCF7,,,,,
MDM2,p53,ambiguous,TGEN,negative,,,,
MDM2,p53,ambiguous,MCF7,,,,,
MDM2,p53,ambiguous,T47D,,,,,
MEK,EGFR,ambiguous,TGEN,negative,indirect,2,,causal effect mediated by ERK
MEK,EGFR,ambiguous,MCF7,negative,indirect,2,,causal effect mediated by ERK
MEK,EGFR,ambiguous,T47D,negative,indirect,2,,causal effect mediated by ERK
MEK,ERK,positive,BS,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,ERK,positive,HS,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,ERK,positive,SS,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,ERK,ambiguous,TGEN,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,ERK,ambiguous,MCF7,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,ERK,ambiguous,T47D,positive,direct,1,regulates,MEK1/2 directly binds and phosphorylates ERK1/2
MEK,MEK,positive,BS,positive,unsupported,,,this inferred self-regulation is not supported by experimental evidence
MEK,MEK,positive,HS,positive,unsupported,,,this inferred self-regulation is not supported by experimental evidence
MEK,MEK,positive,SS,positive,unsupported,,,this inferred self-regulation is not supported by experimental evidence
MEK,PDK1_pm,positive,BS,positive,unsupported,,,This inferred edge is not supported by evidence
mTORC1,AKT,positive,BS,positive,unsupported,,,"This inferred edge is not supported by evidence; instead, there is a negative feedback effect"
mTORC1,AKT,positive,HS,positive,unsupported,,,a positive effect is not supported by evidence; there is a negative feedback effect
mTORC1,AKT,positive,SS,positive,unsupported,,,a positive effect is not supported by evidence; there is a negative feedback effect
mTORC1,EIF4,ambiguous,Z17,,,,,
mTORC1,EIF4,positive,Z21,,,,,
mTORC1,EIF4EBP1,ambiguous,TGEN,negative,,,,
mTORC1,EIF4EBP1,ambiguous,MCF7,,,,,
mTORC1,EIF4EBP1,ambiguous,T47D,,,,,
mTORC1,mTORC1,positive,BS,positive,unsupported,,,"mTOR kinase undergoes autophosphorylation, but this does not have a functional effect"
mTORC1,mTORC1,positive,HS,positive,unsupported,,,"This inferred edge is not supported by evidence. mTOR kinase undergoes autophosphorylation, but this does not have a functional effect."
mTORC1,mTORC1,positive,SS,positive,unsupported,,,"This inferred edge is not supported by evidence. mTOR kinase undergoes autophosphorylation, but this does not have a functional effect."
mTORC1,S6K,positive,BS,positive,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,positive,HS,positive,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,positive,SS,positive,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,ambiguous,Z17,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,positive,Z21,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,ambiguous,TGEN,positive,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,ambiguous,MCF7,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,S6K,ambiguous,T47D,positive ,direct,1,regulates,mTORC1 phosphorylates S6K
mTORC1,SGK1,ambiguous,TGEN,positive,unsupported,,,not supported by evidence
mTORC1,SGK1,ambiguous,MCF7,positive,unsupported,,,not supported by evidence
mTORC1,SGK1,ambiguous,T47D,positive ,unsupported,,,not supported by evidence
mTORC2,AKT,ambiguous,TGEN,positive,indirect,2,,"mTORC2 is recruited to the cell membrane, then it phosphorylates AKT"
mTORC2,AKT,ambiguous,MCF7,positive,indirect,2,,"mTORC2 is recruited to the cell membrane, then it phosphorylates AKT"
mTORC2,AKT,ambiguous,T47D,positive,indirect,2,,"mTORC2 is recruited to the cell membrane, then it phosphorylates AKT"
mTORC2,mTORC2,ambiguous,Z17,,,,,
mTORC2,mTORC2,positive,Z21,,,,,
mTORC2,SGK1,ambiguous,Z17,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
mTORC2,SGK1,positive,Z21,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
mTORC2,SGK1,ambiguous,TGEN,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
mTORC2,SGK1,ambiguous,MCF7,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
mTORC2,SGK1,ambiguous,T47D,positive,direct,1,regulates,"mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
mTORC2_pm,AKT,ambiguous,Z17,positive,direct,1,regulates,membrane-associated mTORC2 directly phosphorylates AKT
mTORC2_pm,AKT,positive,Z21,positive,direct,1,regulates,membrane-associated mTORC2 directly phosphorylates AKT
MYC,CDKN2A,ambiguous,TGEN,negative,indirect,2,,"MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
MYC,CDKN2A,ambiguous,MCF7,negative,indirect,2,,"MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
MYC,CDKN2A,ambiguous,T47D,negative,indirect,2,,"MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
MYC,CyclinD,ambiguous,Z17,positive,unsupported,,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
MYC,CyclinD,positive,Z21,positive,unsupported,,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
MYC,CYCLINDc,ambiguous,TGEN,positive,indirect,2,,"c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
MYC,CYCLINDc,ambiguous,MCF7,positive,indirect,2,,"c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
MYC,CYCLINDc,ambiguous,T47D,positive,indirect,2,,"c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
MYC,MYC_2,ambiguous,Z17,positive ,,0,,Reaching a higher level necessitates reaching the lower level first.
MYC,MYC_2,positive,Z21,positive,,0,,Reaching a higher level necessitates reaching the lower level first.
MYC,MYC_targets,positive,Z21,positive ,direct ,1,regulates,MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. 
MYC,MYC_targets_2,positive,Z21,positive,direct,1,regulates,MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
MYC,p21,ambiguous,TGEN,negative,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MYC,p21,ambiguous,MCF7,negative ,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MYC,p21,ambiguous,T47D,negative,indirect,2,,"MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
MYC,p21_p27_T,ambiguous,Z17,negative ,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumption is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
MYC,p21_p27_T,negative,Z21,negative,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumption is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
MYC_2,CyclinD_2,ambiguous,Z17,positive,unsupported,,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
MYC_2,CyclinD_2,positive,Z21,positive ,unsupported,,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
MYC_2,MYC,ambiguous,Z17,positive ,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
MYC_2,MYC,positive,Z21,positive,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
MYC_2,MYC_targets,positive,Z21,positive,direct,1,regulates,MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
MYC_2,MYC_targets_2,positive,Z21,positive,direct,1,regulates,MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
MYC_2,p21_p27_T,ambiguous,Z17,positive ,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumption is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
MYC_2,p21_p27_T,negative,Z21,positive,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumption is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
MYC_T,MYC_2,positive,Z21,positive,direct,1,regulates,translation of the MYC protein. 
MYC_targets,MYC_targets_2,positive,Z21,positive ,,0,,Reaching a higher level necessitates reaching the lower level first.
MYC_targets,Proliferation,positive,Z21,positive,assumption,4,,This assumption is consistent with the observation that MYC overexpression can cause resistance to PI3K inhibitors.
MYC_targets_2,MYC_targets,positive,Z21,positive,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
MYC_targets_2,Proliferation_3,positive,Z21,positive,assumption,4,,This assumption is consistent with the observation that MYC overexpression can cause resistance to PI3K inhibitors.
MYOD1,MYOG,ambiguous,TGEN,positive,,,,
MYOD1,MYOG,ambiguous,MCF7,,,,,
MYOD1,MYOG,ambiguous,T47D,,,,,
MYOG,PAX7,ambiguous,TGEN,negative,,,,
MYOG,PAX7,ambiguous,MCF7,,,,,
MYOG,PAX7,ambiguous,T47D,,,,,
Navitoclax,BCL2,negative,Z21,,,,,
Navitoclax,BCLXL,negative,Z21,,,,,
NEDD4L,NF2,ambiguous,TGEN,positive,,,,
NEDD4L,NF2,ambiguous,MCF7,,,,,
NEDD4L,NF2,ambiguous,T47D,,,,,
Neratinib,HER2HER3c,ambiguous,Z17,negative ,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR.
Neratinib,HER2HER3c,negative,Z21,negative,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR.
Neratinib,HER2HER3c_2,ambiguous,Z17,negative,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR. We consider that the confidence rank is the same as the Neratinib-| HER2HER3c edge
Neratinib,HER2HER3c_2,negative,Z21,negative,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR.
NF1,CASP8,ambiguous,TGEN,positive,,,,
NF1,CASP8,ambiguous,MCF7,,,,,
NF1,DVL1,ambiguous,TGEN,positive,,,,
NF1,DVL1,ambiguous,MCF7,,,,,
NF1,HRAS,ambiguous,TGEN,negative,,,,
NF1,HRAS,ambiguous,MCF7,,,,,
NF1,HRAS,ambiguous,T47D,,,,,
NF2,LATS1,ambiguous,TGEN,positive,,,,
NF2,LATS1,ambiguous,MCF7,,,,,
NF2,LATS1,ambiguous,T47D,,,,,
NF2,MYOD1,ambiguous,T47D,,,,,
NFKB,NFKB,positive,SL,,,,,
NFKB,PIM,ambiguous,T47D,,,,,
NFKB,RB,positive,BL,,,,,
NFKB,RELA,ambiguous,TGEN,positive,,,,
NFKB,RELA,ambiguous,MCF7,,,,,
NFKB,RELA,ambiguous,T47D,,,,,
NFKB,S6K,negative,BL,,,,,
NICD,HES1,ambiguous,TGEN,positive,,,,
NICD,HES1,ambiguous,MCF7,,,,,
NICD,HES1,ambiguous,T47D,,,,,
NICD,HEY1,ambiguous,TGEN,positive,,,,
NICD,HEY1,ambiguous,MCF7,,,,,
NICD,HEY1,ambiguous,T47D,,,,,
NOS3,IL1B,ambiguous,TGEN,positive,,,,
NOS3,IL1B,ambiguous,MCF7,,,,,
NOS3,IL1B,ambiguous,T47D,,,,,
NOTCH1,NFKB,ambiguous,TGEN,positive,,,,
NOTCH1,NFKB,ambiguous,MCF7,,,,,
NOTCH1,NFKB,ambiguous,T47D,,,,,
NOTCH1,NICD,ambiguous,TGEN,positive,,,,
NOTCH1,NICD,ambiguous,MCF7,,,,,
NOTCH1,NICD,ambiguous,T47D,,,,,
NOTCH1,PAX7,ambiguous,TGEN,positive,,,,
NOTCH1,PAX7,ambiguous,MCF7,,,,,
NRG1,AKT,ambiguous,TGEN,positive,indirect,2,,"causal effect mediated by PI3K, others"
NRG1,AKT,ambiguous,MCF7,positive,indirect,2,,"causal effect mediated by HER3, PI3K, others"
NRG1,CYCLINDc,ambiguous,MCF7,positive,indirect,2,,"causal effect mediated by HER3, PI3K, others"
NRG1,CYCLINDc,ambiguous,T47D,positive,indirect,2,,"causal effect mediated by HER3, PI3K, ERK"
NRG1,HER2HER3c_2,positive,Z21,positive,indirect,2,,"causal effect mediated by HER3, PI3K, ERK"
NRG1,HER3,positive,BS,positive,direct,1,regulates,ligand-receptor binding
NRG1,HER3,positive,HS,positive,direct,1,regulates,ligand-receptor binding
NRG1,HER3,positive,SS,positive,direct,1,regulates,ligand-receptor binding
NRG1,HER3,ambiguous,TGEN,positive,direct,1,regulates,ligand-receptor binding
NRG1,HER3,ambiguous,MCF7,positive,direct,1,regulates,ligand-receptor binding
NRG1,HER3,ambiguous,T47D,positive,direct,1,regulates,ligand-receptor binding
NRG1,mTORC1,ambiguous,TGEN,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
NRG1,mTORC1,ambiguous,MCF7,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
NRG1,mTORC1,ambiguous,T47D,positive,indirect,2,,"causal effect mediated by PI3K, AKT"
NRG1,MYC,ambiguous,MCF7,,,,,
NRG1,MYC,ambiguous,T47D,,,,,
p21,CYCLINDc,ambiguous,TGEN,negative,unsupported,,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
p21,CYCLINDc,ambiguous,MCF7,negative,unsupported,,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
p21,CYCLINDc,ambiguous,T47D,negative,unsupported,,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
p21_p27,cycE_CDK2,ambiguous,Z17,negative,direct,1,regulates,"Both p21 and p27,  members of the CIP/KIP family, bind  Cyclin E–CDK2 complexes. This prevents phosphorylation of substrates required for S-phase entry and progression."
p21_p27,cycE_CDK2,negative,Z21,negative,direct,1,regulates,"Both p21 and p27,  members of the CIP/KIP family, bind  Cyclin E–CDK2 complexes. This prevents phosphorylation of substrates required for S-phase entry and progression."
p21_p27_T,p21_p27,ambiguous,Z17,positive,direct,1,regulates,"The p21_p27 node unites the p21 and p27 proteins. The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents translation."
p21_p27_T,p21_p27,positive,Z21,positive,direct,1,regulates,"The p21_p27 node unites the p21 and p27 proteins. The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents translation."
p21_T,p21_p27_T,positive,Z21,positive ,,0,,"The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents inclusion."
p21_T,p21_T,positive,Z21,positive ,assumption,4,,The Z21 model assumes a constitutive basal transcription status in the context of ER+ PIK3CA mutant breast cancer.
p21_T,p21_T_2,positive,Z21,positive ,,0,,Reaching a higher level necessitates reaching the lower level first.
p21_T_2,p21_p27_T,positive,Z21,positive ,,0,,The p21_p27_T node unites the transcripts of p21 and p27. We consider that the confidence ranking is the same as that of the p21_T->p21-p27_T edge.
p21_T_2,p21_T,positive,Z21,positive ,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
p21_T_2,p21_T_2,positive,Z21,positive ,assumption,4,,The Z21 model assumes that the transcription status of p21 is constant in ER+ PIK3CA mutant breast cancer. The specific assumption is that p21_T_2=1 in MCF7 and p21_T_2=0 in T47D.
p27_T,p21_p27_T,positive,Z21,positive ,,0,,"The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents inclusion."
p38,p38,positive,BL,,,,,
p38,p38,positive,HL,,,,,
p38,p38,positive,SL,,,,,
p38,p53,positive,BL,,,,,
p38,p53,positive,HL,,,,,
p53,BAK1,ambiguous,TGEN,positive,direct,1,regulates,p53 binds a p53-response element in the BAK1 promoter and increases BAK1 transcription.
p53,BAK1,ambiguous,MCF7,,,,,
p53,BAK1,ambiguous,T47D,,,,,
p53,BAX,ambiguous,TGEN,positive,direct,1,regulates,p53 binds a p53-response element in the BAX promoter and increases BAX transcription.
p53,BAX,ambiguous,MCF7,,,,,
p53,BAX,ambiguous,T47D,,,,,
p53,CyclinB1,negative,BL,,,,,
p53,CyclinB1,negative,HL,,,,,
p53,CyclinB1,negative,SL,,,,,
p53,FAS,ambiguous,TGEN,positive,,,,
p53,FAS,ambiguous,MCF7,,,,,
p53,FAS,ambiguous,T47D,,,,,
p53,FASLG,ambiguous,TGEN,positive,,,,
p53,FASLG,ambiguous,MCF7,,,,,
p53,FASLG,ambiguous,T47D,,,,,
p53,GSK3B,positive,BL,,,,,
p53,GSK3B,positive,HL,,,,,
p53,GSK3B,positive,SL,,,,,
p53,MDM2,ambiguous,TGEN,positive,,,,
p53,MDM2,ambiguous,MCF7,,,,,
p53,MDM2,ambiguous,T47D,,,,,
p53,NF1,ambiguous,TGEN,positive,,,,
p53,NF1,ambiguous,MCF7,,,,,
p53,p53,positive,BL,,,,,
p53,p53,positive,HL,,,,,
p53,p53,positive,SL,,,,,
p53,RAF1,negative,SL,,,,,
p53,RB,positive,HL,,,,,
p53,RB,negative,SL,,,,,
PAK1,BAD,ambiguous,TGEN,negative,direct,1,regulates,"PAK1 phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2"
PAK1,BAD,ambiguous,MCF7,,,,,
PAK1,BAD,ambiguous,T47D,,,,,
PAK2,KRT14,ambiguous,TGEN,positive,,,,
PAK2,KRT14,ambiguous,MCF7,,,,,
PAK2,KRT14,ambiguous,T47D,,,,,
Palbociclib,CDK46,ambiguous,Z17,,,,,
Palbociclib,CDK46,negative,Z21,,,,,
PAX7,KMT2D,ambiguous,TGEN,positive,,,,
PAX7,KMT2D,ambiguous,MCF7,,,,,
PAX7,KMT2D,ambiguous,T47D,,,,,
PBX1,ER_transcription_2,ambiguous,Z17,,,,,
PBX1,ER_transcription_2,positive,Z21,,,,,
PDK1,SGK1,ambiguous,Z17,,,,,
PDK1,SGK1,positive,Z21,,,,,
PDK1_pm,AKT,positive,BS,positive,direct,1,regulates,membrane-associated PDK1 directly phosphorylates AKT
PDK1_pm,AKT,positive,HS,positive,direct,1,regulates,membrane-associated PDK1 directly phosphorylates AKT
PDK1_pm,AKT,positive,SS,positive,direct,1,regulates,membrane-associated PDK1 directly phosphorylates AKT
PDK1_pm,AKT,ambiguous,Z17,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PDK1_pm,AKT,positive,Z21,positive,direct,1,regulates,membrane-associated PDK1 directly phosphorylates AKT
PDK1_pm,AKT,ambiguous,TGEN,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PDK1_pm,AKT,ambiguous,MCF7,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PDK1_pm,AKT,ambiguous,T47D,positive,direct,1,regulates,plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop
PDK1_pm,ERK,positive,SS,positive,indirect,2,,causal effect mediated by MEK
PDK1_pm,HER2,positive,HS,positive,correlation,3,,This proteomics-inferred edge is consistent with observed co-activation of PDK1 and HER2
